day,area,vi,t_p,a_t,a_h,a_w
20190310,노형동,435879,0.8,10.14583333,72.625,3.441666667
20190311,노형동,560776,0.4,11.025,63,5.679166667
20190312,노형동,597321,0,7.9375,49.125,5.291666667
20190313,노형동,566993,0,9.783333333,47.04166667,3.3125
20190314,노형동,564949,0,10.66666667,57.16666667,4.320833333
20190315,노형동,564777,0,8.604166667,55.83333333,4.645833333
20190316,노형동,507656,0,12.37083333,53.54166667,3.491666667
20190317,노형동,480230,0.4,10.22083333,55.625,1.654166667
20190318,노형동,563335,1.5,12.01666667,70.04166667,2.583333333
20190319,노형동,584538,1.1,13.7625,60.375,2.420833333
20190320,노형동,593138,0.5,13.77916675,83.29166667,6.179166667
20190321,노형동,590469,0,7.95,65.04166667,3.6875
20190322,노형동,591827,0,8.5375,51.45833333,4.291666667
20190323,노형동,515458,0,7.2,52.70833333,3.358333333
20190324,노형동,500586,0,8.9625,49.95833333,2.05
20190325,노형동,594376,0,13.04999996,66.20833333,3.791666667
20190326,노형동,607373,0,15.86666667,46.91666667,2.879166667
20190327,노형동,632418,0,15.17083333,73,2.658333333
20190328,노형동,600203,0,14.27916663,72.54166667,1.916666667
20190329,노형동,582509,0,12.4625,60.08333333,3.566666667
20190330,노형동,512190,0,8.754166667,44.58333333,7.025
20190331,노형동,466875,0,9.341666667,42.95833333,4.920833333
20190401,노형동,449453,0,11.1875,57.125,3.429166667
20190402,노형동,488002,0,10.44166667,41.16666667,2.304166667
20190403,노형동,477355,0,10.4,46.83333333,2.766666667
20190404,노형동,484439,0,14.02083338,56.58333333,4.245833333
20190405,노형동,484787,0,14.61249996,72.79166667,2.654166667
20190406,노형동,469322,2.7,15.92916679,71.66666667,2.266666667
20190407,노형동,451155,0,14.74583338,78.95833333,1.8375
20190408,노형동,452228,0.1,15.2125,60.5,4.175
20190409,노형동,490239,13.7,11.79583333,90.95833333,4.5
20190410,노형동,484100,0,11,76.45833333,2.741666667
20190411,노형동,493335,0,12.87916667,62.625,2.0375
20190412,노형동,512613,0,13.21666663,49.375,2.0625
20190413,노형동,497752,0,14.04166671,64.16666667,2.2125
20190414,노형동,452211,0,12.72916658,48.29166667,2.425
20190415,노형동,481925,0,15.55833325,43,2.175
20190416,노형동,491499,0,16.57916667,68.70833333,2.945833333
20190417,노형동,511348,0,16.1375,68.75,2.245833333
20190418,노형동,512281,0,17.07499988,73.54166667,2.504166667
20190419,노형동,507027,0,16.97916658,76.75,3.475
20190420,노형동,482608,0,17.93333321,71.66666667,1.841666667
20190421,노형동,444053,0,16.17916658,69.04166667,2.616666667
20190422,노형동,504254,18.7,19.24999975,74.66666667,3.6125
20190423,노형동,505626,0,18.99166679,84.20833333,3.479166667
20190424,노형동,523982,0,15.94583321,90.54166667,2.5
20190425,노형동,510880,0.3,13.44166667,80.08333333,3.770833333
20190426,노형동,513125,0,13.47083338,66.25,4.1875
20190427,노형동,517451,0.1,14.62083342,60.66666667,2.8875
20190428,노형동,468785,4.2,15.90000013,89.25,3.520833333
20190429,노형동,515699,7.5,15.46666658,93,2.566666667
20190430,노형동,513458,0,15.07083342,80.625,3.141666667
20190501,노형동,453343,0,16.04583329,56.29166667,3.495833333
20190502,노형동,487031,0,18.66666667,41.25,2.575
20190503,노형동,494739,0,18.86250008,48.29166667,1.583333333
20190504,노형동,480270,0,19.14166667,50.08333333,1.9
20190505,노형동,454759,0,16.88333338,59.41666667,2.645833333
20190506,노형동,436940,0,15.41666671,46.83333333,2.775
20190507,노형동,498655,0,15.74583329,43.16666667,2.095833333
20190508,노형동,477993,0,17.32500017,45.45833333,1.816666667
20190509,노형동,477031,0,17.26250004,45.875,1.779166667
20190510,노형동,474943,0,18.42916658,42.20833333,1.920833333
20190511,노형동,469365,0,18.11666667,56.875,2.116666667
20190512,노형동,457348,0,20.01666658,70.79166667,2.0125
20190513,노형동,460947,0,20.41666667,80.58333333,2.654166667
20190514,노형동,475904,0,20.79999992,74.58333333,3.133333333
20190515,노형동,488512,0,23.02916713,56.16666667,2.175
20190516,노형동,502624,1.8,22.25416675,64.91666667,2.925
20190517,노형동,522800,29.8,20.12500004,90.875,5.654166667
20190518,노형동,473151,0,22.12083308,83.5,4.675
20190519,노형동,440557,0.8,18.33333333,77.08333333,4.341666667
20190520,노형동,461277,0,18.05,48.125,3.745833333
20190521,노형동,495488,0,22.54583346,29.875,3.9
20190522,노형동,511798,0,25.4375,27.91666667,4.7625
20190523,노형동,499341,0,28.32083296,21.625,5.179166667
20190524,노형동,498611,0,24.42499996,39.70833333,2.916666667
20190525,노형동,481303,0,22.25833321,63.75,2.008333333
20190526,노형동,452018,5.4,23.4625,72.75,4.258333333
20190527,노형동,498471,1.2,17.92916654,69.08333333,2.933333333
20190528,노형동,508213,0,22.24166683,38.5,2.7375
20190529,노형동,502947,0,21.49999992,51.33333333,1.9375
20190530,노형동,494553,1,18.98749992,67.91666667,2.983333333
20190531,노형동,522432,0,18.64166663,76.70833333,2.0625
20190601,노형동,464393,0,20.16666671,71.79166667,1.979166667
20190602,노형동,444143,0,20.80833321,61.25,1.679166667
20190603,노형동,459618,0,22.34583329,67.79166667,2.654166667
20190604,노형동,480839,0,22.4541665,76.25,1.825
20190605,노형동,498692,9.8,21.99166679,84.125,1.708333333
20190606,노형동,452031,3.5,21.76249996,85.95833333,7.154166667
20190607,노형동,482451,0.2,19.50833333,87.70833333,3.320833333
20190608,노형동,487489,0,20.0833335,78.91666667,3.2875
20190609,노형동,431527,0,20.27499992,73.54166667,3.245833333
20190610,노형동,464212,0,20.23333321,70.66666667,2.8875
20190611,노형동,469164,0,20.13333313,73.79166667,2.075
20190612,노형동,479031,0,21.05000008,73.58333333,2.5875
20190613,노형동,465071,34.4,20.39999996,89.83333333,2.666666667
20190614,노형동,457152,9.4,19.76249996,88.45833333,3.0375
20190615,노형동,492331,0,20.40416675,81.29166667,3.883333333
20190616,노형동,448998,0,20.19166679,78.33333333,1.991666667
20190617,노형동,495122,1,21.68750013,79.83333333,1.570833333
20190618,노형동,494985,0,18.56666663,81.625,2.245833333
20190619,노형동,496702,0,22.07500008,80.5,1.629166667
20190620,노형동,496400,0,22.66250013,80.75,1.620833333
20190621,노형동,491847,0,22.21666671,82.33333333,2.758333333
20190622,노형동,486920,0,21.62083317,79.91666667,2.904166667
20190623,노형동,454265,0,21.45416667,73.875,2.3125
20190624,노형동,476497,0,23.45833338,68.54166667,2.975
20190625,노형동,492692,78.800001,22.33333329,86.83333333,2.6125
20190626,노형동,511910,6.3,23.32916667,94.16666667,2.7625
20190627,노형동,506285,0,23.13333313,84.41666667,2.020833333
20190628,노형동,501901,2,24.84166675,80.91666667,2.045833333
20190629,노형동,492274,0.4,23.60833317,89.5,3.783333333
20190630,노형동,446476,1.9,23.61666667,88.91666667,1.5375
20190701,노형동,428296,0,23.23750017,86.5,1.704166667
20190702,노형동,493663,0,22.65833325,86.08333333,2.066666667
20190703,노형동,478027,0,22.40833321,82.20833333,1.754166667
20190704,노형동,464651,0,23.825,73.58333333,1.979166667
20190705,노형동,485819,0,23.79583333,73.66666667,2.925
20190706,노형동,477351,0,23.58333354,78.20833333,3.845833333
20190707,노형동,451151,3.7,21.93333346,88.25,3.320833333
20190708,노형동,455849,0.9,21.84999992,85.41666667,2.608333333
20190709,노형동,475933,66.400001,21.70000013,95.5,3.829166667
20190710,노형동,485787,40.800001,22.65000025,90.79166667,3.65
20190711,노형동,497569,0,23.37083325,86.29166667,2.791666667
20190712,노형동,497654,13.8,21.99999992,92.25,2.058333333
20190713,노형동,487743,0,23.58333292,85.75,1.75
20190714,노형동,449843,0,24.27083346,86.58333333,2.079166667
20190715,노형동,478165,0,24.67499983,82.54166667,2.983333333
20190716,노형동,504360,0,25.21249996,78.375,3.329166667
20190717,노형동,529635,27.8,24.12916654,97.83333333,2.275
20190718,노형동,493747,131.899998,24.25416671,98.5,3.0125
20190719,노형동,475290,90.4,25.5625,89.79166667,5.333333333
20190720,노형동,456580,9.5,26.94583358,82.79166667,5.091666667
20190721,노형동,447267,108.299999,26.96666667,87.625,2.2125
20190722,노형동,494987,0,27.02500004,87.54166667,2.045833333
20190723,노형동,516667,0,28.17916667,77,2.35
20190724,노형동,525617,0,27.95000021,84.91666667,2.195833333
20190725,노형동,532495,0,27.7625,87.41666667,1.966666667
20190726,노형동,553287,14.7,28.24583325,86.29166667,1.683333333
20190727,노형동,536465,0,28.77499996,80.29166667,2.25
20190728,노형동,495469,0,28.43333325,76.5,2.370833333
20190729,노형동,528204,0,30.29166658,69.04166667,2.1625
20190730,노형동,531184,0,29.77499983,75.66666667,2.541666667
20190731,노형동,539223,0,28.98333329,81.16666667,2.004166667
20190801,노형동,465946,0,28.75416671,81.125,2.658333333
20190802,노형동,480039,0,25.29583329,76.125,2.666666667
20190803,노형동,465109,0,28.19999975,81.41666667,3.454166667
20190804,노형동,456700,0,27.60000008,80.375,2.329166667
20190805,노형동,494334,0,28.50833338,72.79166667,2.233333333
20190806,노형동,494577,0,29.42916692,70,1.891666667
20190807,노형동,495440,0,30.87500038,68.20833333,2.579166667
20190808,노형동,474612,0,30.1291665,71.08333333,3.445833333
20190809,노형동,476662,0,29.67499988,71.33333333,4.325
20190810,노형동,506110,16.3,28.85,80.08333333,5.579166667
20190811,노형동,459414,20.7,29.62916671,82.41666667,3.191666667
20190812,노형동,524300,0,29.04999996,84.08333333,2.545833333
20190813,노형동,506136,0,29.17083329,79.125,2.033333333
20190814,노형동,509462,1.2,27.30000021,89,4.058333333
20190815,노형동,469301,4.5,27.81666667,79.66666667,4.75
20190816,노형동,478491,0,28.35833338,71.25,3.320833333
20190817,노형동,508554,0,27.77499988,69,2.129166667
20190818,노형동,457479,0,26.45833346,73.20833333,1.991666667
20190819,노형동,507105,0,27.08750008,86.375,3.2125
20190820,노형동,515421,3.5,27.62499996,85.45833333,1.704166667
20190821,노형동,519048,6.3,28.41250004,84.125,2.8875
20190822,노형동,532825,0,27.54583338,76.08333333,2.354166667
20190823,노형동,529570,0,26.87083333,59,2.204166667
20190824,노형동,494148,0.1,26.1625,60.33333333,2.175
20190825,노형동,476290,0.3,25.21666658,78.45833333,2.7
20190826,노형동,554979,76.999998,27.20000013,87.70833333,2.595833333
20190827,노형동,547002,40.2,25.57499971,90.625,2.283333333
20190828,노형동,542170,72.2,23.08333338,91.45833333,2.029166667
20190829,노형동,526114,0,25.57083329,73.16666667,2.733333333
20190830,노형동,538400,0,24.38333342,64.83333333,2.104166667
20190831,노형동,513071,4,24.17500008,71.95833333,1.816666667
20190901,노형동,411253,47.8,23.27499992,94.29166667,2.820833333
20190902,노형동,470845,13.9,24.68750008,94.79166667,1.825
20190903,노형동,473791,43,24.75416671,92.25,2.020833333
20190904,노형동,474824,6.7,25.5166665,88.625,1.533333333
20190905,노형동,464981,16,26.45000008,90.83333333,3.0875
20190906,노형동,431183,87.4,27.84583325,80.41666667,7.641666667
20190907,노형동,391916,18,24.94999992,92,1.745833333
20190908,노형동,421036,25.7,25.47916658,95.08333333,2.941666667
20190909,노형동,481468,0,26.66249983,81.83333333,1.8625
20190910,노형동,501509,5,26.35416671,86.08333333,1.6
20190911,노형동,535545,0.6,24.55833321,90.125,2.9375
20190912,노형동,452604,0,23.92500021,77.16666667,3.341666667
20190913,노형동,469448,0,23.97916654,72.75,2.033333333
20190914,노형동,451486,0,24.63750008,82.375,1.870833333
20190915,노형동,435631,0,24.73333363,84.875,2.066666667
20190916,노형동,502384,0,24.17916675,71,2.866666667
20190917,노형동,520516,0,23.78750004,69.58333333,2.0625
20190918,노형동,512127,0,22.70833329,65.29166667,3.366666667
20190919,노형동,500986,0,22.43333325,68.5,3.575
20190920,노형동,505628,83.8,20.86250029,86.04166667,4.4625
20190921,노형동,468890,195.2,20.59166683,94.70833333,9.683333333
20190922,노형동,345393,3.2,21.38750017,76.41666667,2.9375
20190923,노형동,494971,0,20.61249983,65.875,2.1375
20190924,노형동,528772,0,21.15416658,61.875,2.504166667
20190925,노형동,567071,1,23.31249996,80.625,3.279166667
20190926,노형동,572042,10.8,23.92499988,92.58333333,3.145833333
20190927,노형동,575658,25.900001,23.67916671,97.45833333,2.4375
20190928,노형동,500350,0,24.06250017,95.95833333,1.416666667
20190929,노형동,457030,1.8,23.94583329,90.75,1.104166667
20190930,노형동,524628,41,23.69583313,91.5,1.954166667
20191001,노형동,423592,149.799998,23.87500004,90.08333333,3.9
20191002,노형동,396354,1.5,23.90000017,88.16666667,6.0875
20191003,노형동,393152,0,23.25416692,81.08333333,2.170833333
20191004,노형동,466778,0,21.73333338,79.45833333,2.654166667
20191005,노형동,465379,1,20.47499996,74.95833333,2.9125
20191006,노형동,417210,0,21.81249979,76.54166667,2.995833333
20191007,노형동,480143,0,20.92083342,66.45833333,3.570833333
20191008,노형동,486410,0,18.24583317,53.95833333,2.225
20191009,노형동,434683,0,18.03333325,47.75,2.195833333
20191010,노형동,482912,0,20.33749996,56.375,2.133333333
20191011,노형동,485161,0,21.50416671,62.29166667,2.341666667
20191012,노형동,492454,0,20.04583354,62.20833333,2.9
20191013,노형동,435382,0,19.62083346,68.58333333,2.520833333
20191014,노형동,491761,1.9,17.24166683,68.5,2.75
20191015,노형동,509004,1.3,18.23333308,65.375,2.5375
20191016,노형동,511296,0,18.22083338,66.95833333,2.5125
20191017,노형동,512551,7.9,19.45416683,84.125,3.416666667
20191018,노형동,506228,0.4,20.00833321,78.79166667,2.479166667
20191019,노형동,511882,0,18.95416692,74.16666667,2.241666667
20191020,노형동,448092,0,19.71250013,66.25,2.883333333
20191021,노형동,491526,0,20.07083354,68.04166667,2.445833333
20191022,노형동,525489,0.5,20.50833363,75.83333333,3.15
20191023,노형동,531079,2.9,20.35833346,73.20833333,3.5375
20191024,노형동,508182,0,19.96666667,71.04166667,2.333333333
20191025,노형동,527015,0,17.59583342,64.29166667,4.0125
20191026,노형동,516826,0,16.22500004,57.70833333,2.95
20191027,노형동,493881,0,15.25416663,63.25,2.0875
20191028,노형동,514790,0,17.8833335,60.5,2.666666667
20191029,노형동,524802,0,16.89583342,56.54166667,2.883333333
20191030,노형동,550075,0,16.05,61.20833333,2.275
20191031,노형동,532736,0,18.07083333,66.08333333,2.341666667
20191101,노형동,480985,0,18.32083317,72.58333333,2.575
20191102,노형동,500512,0,17.99999996,76.54166667,1.720833333
20191103,노형동,440410,0,16.65000021,73.95833333,2.225
20191104,노형동,465512,0,17.58750021,67.91666667,2.1375
20191105,노형동,491497,0,15.97916679,63.375,1.975
20191106,노형동,499971,0,16.16666683,61.66666667,2.679166667
20191107,노형동,504376,0,14.10416667,59.83333333,3.3375
20191108,노형동,508617,0,14.51666663,53.625,3.154166667
20191109,노형동,502989,0,14.34583325,62.08333333,2.479166667
20191110,노형동,452210,2.9,17.625,59.875,5.9375
20191111,노형동,510025,0,15.16666671,61.33333333,2.316666667
20191112,노형동,533510,0.8,14.45416671,63.20833333,2.166666667
20191113,노형동,514457,0.9,12.94583329,59.875,4.954166667
20191114,노형동,518574,0,11.42083333,47.20833333,1.933333333
20191115,노형동,524094,0,14.82500004,57.33333333,2.391666667
20191116,노형동,506747,0,18.25833321,67.16666667,1.895833333
20191117,노형동,473637,6.1,16.68333321,71.875,5.0875
20191118,노형동,498515,0,10.95416667,57.20833333,5.4625
20191119,노형동,502999,0,10.51666667,54.08333333,3.883333333
20191120,노형동,507887,0,11.37083329,63.91666667,2.733333333
20191121,노형동,517091,0,16.59166663,73.375,3
20191122,노형동,530534,0,17.4,74.91666667,2.7125
20191123,노형동,514673,4.7,18.44166679,90.83333333,2.15
20191124,노형동,494442,0,11.62916671,68.625,3.954166667
20191125,노형동,505666,8.2,12.02916667,76.41666667,2.241666667
20191126,노형동,507387,3.6,12.42083333,76.95833333,4.0875
20191127,노형동,566148,0.2,10.06666667,64.95833333,3.7
20191128,노형동,552390,0,10.7625,57.91666667,3.416666667
20191129,노형동,556750,0,11.10833338,52.95833333,1.9375
20191130,노형동,534859,17.9,12.72916667,85.875,2.158333333
20191201,노형동,422638,1.1,10.64166667,70.54166667,5.829166667
20191202,노형동,466313,0,8.891666667,55.41666667,4.725
20191203,노형동,458858,0,11.19583333,51.91666667,3.670833333
20191204,노형동,480400,0,9.866666667,53.66666667,4.033333333
20191205,노형동,475221,0,4.675,57.375,4.775
20191206,노형동,496065,0,6.270833333,54.33333333,3.645833333
20191207,노형동,524802,0,9.15,56.625,3.3625
20191208,노형동,471080,0,9.9375,59.25,2.483333333
20191209,노형동,514698,0,12.77916667,54.45833333,2.808333333
20191210,노형동,516873,0,13.42916654,65.125,3.541666667
20191211,노형동,486728,0,9.275,53.16666667,4.341666667
20191212,노형동,524911,0,8.05,62.08333333,1.7625
20191213,노형동,515556,0,10.25833333,69.25,2.6875
20191214,노형동,494825,0,11.07083333,65.125,2.4125
20191215,노형동,447155,0,14.39999996,63.54166667,2.7
20191216,노형동,473689,7.4,14.76666667,87.83333333,2.825
20191217,노형동,489388,0,9.908333333,69.95833333,4.3
20191218,노형동,498203,0,7.941666667,62.33333333,3.641666667
20191219,노형동,495589,0,8.308333333,56.41666667,3.179166667
20191220,노형동,504765,0,7.8,60.29166667,1.683333333
20191221,노형동,526205,1,9.895833333,68.41666667,2.429166667
20191222,노형동,485315,0,9.095833333,69.125,2.845833333
20191223,노형동,495398,0,9.125,61.79166667,2.483333333
20191224,노형동,522612,0.1,10.34583333,74.66666667,2.141666667
20191225,노형동,502554,9.4,11.1875,83.91666667,2.708333333
20191226,노형동,533090,0,6.933333333,58.5,6.2375
20191227,노형동,544307,0,7.570833333,55.125,2.245833333
20191228,노형동,518662,3.2,10.14166667,72.625,2.65
20191229,노형동,499159,8.2,13.01250004,84.16666667,3.5625
20191230,노형동,522039,0,4.341666667,62.875,6.229166667
20191231,노형동,533381,0,3.945833333,62.95833333,2.604166667
20190101,도두동,80049,0,5.154166667,59.79166667,4.354166667
20190102,도두동,82793,0,5.329166667,59.875,2.8875
20190103,도두동,72425,1.5,5.333333333,71.125,2.029166667
20190104,도두동,71544,0.2,6.908333333,75.08333333,2.85
20190105,도두동,75850,0,5.791666667,62.25,2.933333333
20190106,도두동,79685,0,5.458333333,66.45833333,2.0625
20190107,도두동,86810,0,6.958333333,63.70833333,3.695833333
20190108,도두동,76918,0,4.3875,56.625,3.954166667
20190109,도두동,82114,0.1,6.329166667,62.79166667,2.595833333
20190110,도두동,82570,0,7.404166667,67.16666667,2.754166667
20190111,도두동,83625,3.7,8.945833333,78.70833333,2.416666667
20190112,도두동,108065,0,8.4875,64.29166667,3.691666667
20190113,도두동,84337,0,7.320833333,65.375,2.120833333
20190114,도두동,77594,0,7.441666667,63.5,3.075
20190115,도두동,75964,0,3.491666667,62.75,4.904166667
20190116,도두동,74720,0,4.966666667,57.875,4.029166667
20190117,도두동,90808,0,6.629166667,59.125,2.55
20190118,도두동,77308,1,7.154166667,71.75,1.725
20190119,도두동,86864,0,8.7625,72.125,5.083333333
20190120,도두동,84711,0,5.441666667,59.625,4.820833333
20190121,도두동,76951,0,7.8875,57.29166667,3.320833333
20190122,도두동,97386,0,8.8125,58.29166667,3.4125
20190123,도두동,78779,0,6.933333333,53.375,2.4
20190124,도두동,79302,0,5.991666667,60.625,3.091666667
20190125,도두동,82431,0,4.191666667,56.45833333,6.441666667
20190126,도두동,91516,0,5.129166667,61.79166667,2.558333333
20190127,도두동,112326,0,7.866666667,60.16666667,4.025
20190128,도두동,79124,0,5.954166667,59.08333333,2.670833333
20190129,도두동,77927,0,7.854166667,69.70833333,1.479166667
20190130,도두동,71835,17.9,5.991666667,77.45833333,4.058333333
20190131,도두동,72753,0,4.454166667,58.125,5.425
20190201,도두동,65281,0,7.716666667,58.29166667,2.4875
20190202,도두동,97802,8.9,13.86666679,76.25,4.466666667
20190203,도두동,78866,0,7.983333333,57.5,4.295833333
20190204,도두동,78058,0,7.991666667,55.125,2.6375
20190205,도두동,78582,0,12.06666667,59.91666667,1.808333333
20190206,도두동,76665,3.8,8.416666667,74.16666667,3.075
20190207,도두동,81404,0,3,56.66666667,3.183333333
20190208,도두동,71738,0,3.554166667,60.04166667,4.079166667
20190209,도두동,75385,0,2.770833333,57.04166667,3.066666667
20190210,도두동,78460,0,3.7375,60.95833333,4.529166667
20190211,도두동,71447,0,4.466666667,58.25,2.604166667
20190212,도두동,87729,0,7.229166667,49.41666667,2.758333333
20190213,도두동,74678,0,5.641666667,54.95833333,2.85
20190214,도두동,81657,0.1,6.0125,71.95833333,2.141666667
20190215,도두동,85921,0,5.125,63.33333333,4.791666667
20190216,도두동,91306,0,4.058333333,59.83333333,3.454166667
20190217,도두동,108364,0,5.670833333,60.91666667,1.895833333
20190218,도두동,87783,18.2,9.7375,86.75,4.175
20190219,도두동,97225,0,6.966666667,72.20833333,2.370833333
20190220,도두동,94679,0,6.9625,62,2.729166667
20190221,도두동,105108,1.6,8.279166667,68.79166667,1.466666667
20190222,도두동,110576,0,8.4,66.41666667,2.65
20190223,도두동,101569,0,11.2875,54.5,2.495833333
20190224,도두동,102293,0,9.95,58.375,2.3375
20190225,도두동,96527,0,8.529166667,53.91666667,2.15
20190226,도두동,85065,1.5,10.35833333,69.54166667,1.625
20190227,도두동,93738,3.8,10.99166667,70.625,3.345833333
20190228,도두동,85207,0,9.216666667,62.54166667,2.016666667
20190301,도두동,92110,0.3,10.46666667,61.58333333,2.020833333
20190302,도두동,105329,2.9,11.89166667,70.33333333,2.504166667
20190303,도두동,81015,5.1,10.5,75.83333333,3.920833333
20190304,도두동,70366,0,9.908333333,58.04166667,2.258333333
20190305,도두동,69888,11.2,11.075,77.875,2.870833333
20190306,도두동,68921,0,8.670833333,71.16666667,5.108333333
20190307,도두동,82274,0,7.883333333,65.75,2.0375
20190308,도두동,71554,1.8,10.52083333,54.08333333,2.166666667
20190309,도두동,81166,29.8,11.55833333,93.54166667,4.3375
20190310,도두동,80212,0.8,10.14583333,72.625,3.441666667
20190311,도두동,75135,0.4,11.025,63,5.679166667
20190312,도두동,86676,0,7.9375,49.125,5.291666667
20190313,도두동,74650,0,9.783333333,47.04166667,3.3125
20190314,도두동,72851,0,10.66666667,57.16666667,4.320833333
20190315,도두동,78386,0,8.604166667,55.83333333,4.645833333
20190316,도두동,83034,0,12.37083333,53.54166667,3.491666667
20190317,도두동,107235,0.4,10.22083333,55.625,1.654166667
20190318,도두동,79525,1.5,12.01666667,70.04166667,2.583333333
20190319,도두동,75990,1.1,13.7625,60.375,2.420833333
20190320,도두동,71113,0.5,13.77916675,83.29166667,6.179166667
20190321,도두동,78957,0,7.95,65.04166667,3.6875
20190322,도두동,91753,0,8.5375,51.45833333,4.291666667
20190323,도두동,84807,0,7.2,52.70833333,3.358333333
20190324,도두동,85842,0,8.9625,49.95833333,2.05
20190325,도두동,80150,0,13.04999996,66.20833333,3.791666667
20190326,도두동,81477,0,15.86666667,46.91666667,2.879166667
20190327,도두동,103212,0,15.17083333,73,2.658333333
20190328,도두동,89033,0,14.27916663,72.54166667,1.916666667
20190329,도두동,94537,0,12.4625,60.08333333,3.566666667
20190330,도두동,92829,0,8.754166667,44.58333333,7.025
20190331,도두동,84643,0,9.341666667,42.95833333,4.920833333
20190401,도두동,77679,0,11.1875,57.125,3.429166667
20190402,도두동,99273,0,10.44166667,41.16666667,2.304166667
20190403,도두동,90737,0,10.4,46.83333333,2.766666667
20190404,도두동,88672,0,14.02083338,56.58333333,4.245833333
20190405,도두동,91934,0,14.61249996,72.79166667,2.654166667
20190406,도두동,89053,2.7,15.92916679,71.66666667,2.266666667
20190407,도두동,105698,0,14.74583338,78.95833333,1.8375
20190408,도두동,83275,0.1,15.2125,60.5,4.175
20190409,도두동,89619,13.7,11.79583333,90.95833333,4.5
20190410,도두동,99497,0,11,76.45833333,2.741666667
20190411,도두동,96683,0,12.87916667,62.625,2.0375
20190412,도두동,112783,0,13.21666663,49.375,2.0625
20190413,도두동,90405,0,14.04166671,64.16666667,2.2125
20190414,도두동,84737,0,12.72916658,48.29166667,2.425
20190415,도두동,81288,0,15.55833325,43,2.175
20190416,도두동,79761,0,16.57916667,68.70833333,2.945833333
20190417,도두동,96383,0,16.1375,68.75,2.245833333
20190418,도두동,86003,0,17.07499988,73.54166667,2.504166667
20190419,도두동,91050,0,16.97916658,76.75,3.475
20190420,도두동,93564,0,17.93333321,71.66666667,1.841666667
20190421,도두동,87073,0,16.17916658,69.04166667,2.616666667
20190422,도두동,94739,18.7,19.24999975,74.66666667,3.6125
20190423,도두동,87726,0,18.99166679,84.20833333,3.479166667
20190424,도두동,93988,0,15.94583321,90.54166667,2.5
20190425,도두동,103292,0.3,13.44166667,80.08333333,3.770833333
20190426,도두동,105229,0,13.47083338,66.25,4.1875
20190427,도두동,121968,0.1,14.62083342,60.66666667,2.8875
20190428,도두동,91951,4.2,15.90000013,89.25,3.520833333
20190429,도두동,87435,7.5,15.46666658,93,2.566666667
20190430,도두동,87949,0,15.07083342,80.625,3.141666667
20190501,도두동,92535,0,16.04583329,56.29166667,3.495833333
20190502,도두동,105678,0,18.66666667,41.25,2.575
20190503,도두동,103065,0,18.86250008,48.29166667,1.583333333
20190504,도두동,104605,0,19.14166667,50.08333333,1.9
20190505,도두동,101402,0,16.88333338,59.41666667,2.645833333
20190506,도두동,96613,0,15.41666671,46.83333333,2.775
20190507,도두동,107459,0,15.74583329,43.16666667,2.095833333
20190508,도두동,94080,0,17.32500017,45.45833333,1.816666667
20190509,도두동,89855,0,17.26250004,45.875,1.779166667
20190510,도두동,97260,0,18.42916658,42.20833333,1.920833333
20190511,도두동,97767,0,18.11666667,56.875,2.116666667
20190512,도두동,110819,0,20.01666658,70.79166667,2.0125
20190513,도두동,90460,0,20.41666667,80.58333333,2.654166667
20190514,도두동,94214,0,20.79999992,74.58333333,3.133333333
20190515,도두동,100625,0,23.02916713,56.16666667,2.175
20190516,도두동,107451,1.8,22.25416675,64.91666667,2.925
20190517,도두동,120897,29.8,20.12500004,90.875,5.654166667
20190518,도두동,104778,0,22.12083308,83.5,4.675
20190519,도두동,91781,0.8,18.33333333,77.08333333,4.341666667
20190520,도두동,80518,0,18.05,48.125,3.745833333
20190521,도두동,83266,0,22.54583346,29.875,3.9
20190522,도두동,106489,0,25.4375,27.91666667,4.7625
20190523,도두동,101238,0,28.32083296,21.625,5.179166667
20190524,도두동,94544,0,24.42499996,39.70833333,2.916666667
20190525,도두동,87744,0,22.25833321,63.75,2.008333333
20190526,도두동,86781,5.4,23.4625,72.75,4.258333333
20190527,도두동,97026,1.2,17.92916654,69.08333333,2.933333333
20190528,도두동,94742,0,22.24166683,38.5,2.7375
20190529,도두동,95012,0,21.49999992,51.33333333,1.9375
20190530,도두동,91775,1,18.98749992,67.91666667,2.983333333
20190531,도두동,96246,0,18.64166663,76.70833333,2.0625
20190601,도두동,92019,0,20.16666671,71.79166667,1.979166667
20190602,도두동,111416,0,20.80833321,61.25,1.679166667
20190603,도두동,86290,0,22.34583329,67.79166667,2.654166667
20190604,도두동,80202,0,22.4541665,76.25,1.825
20190605,도두동,90338,9.8,21.99166679,84.125,1.708333333
20190606,도두동,97205,3.5,21.76249996,85.95833333,7.154166667
20190607,도두동,95733,0.2,19.50833333,87.70833333,3.320833333
20190608,도두동,89737,0,20.0833335,78.91666667,3.2875
20190609,도두동,91038,0,20.27499992,73.54166667,3.245833333
20190610,도두동,85675,0,20.23333321,70.66666667,2.8875
20190611,도두동,90830,0,20.13333313,73.79166667,2.075
20190612,도두동,101260,0,21.05000008,73.58333333,2.5875
20190613,도두동,85553,34.4,20.39999996,89.83333333,2.666666667
20190614,도두동,85620,9.4,19.76249996,88.45833333,3.0375
20190615,도두동,90917,0,20.40416675,81.29166667,3.883333333
20190616,도두동,88680,0,20.19166679,78.33333333,1.991666667
